date,symbol,contract_address,avg_stableBorrowRate,avg_variableBorrowRate,avg_supplyRate,avg_liquidityIndex,avg_variableBorrowIndex
2023-08-24,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.27360383847979586,0.12360383847979585,0.04014242883549254,1.0087491606110388,1.0310066526156307
2023-12-19,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09118361442201768,0.0011836144220177067,7.207441123316487e-06,1.000404661858031,1.0046434628659449
2023-07-16,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07665147928097991,0.004357914191102383,6.882136537262645e-05,1.0004624981214734,1.0020084248610954
2023-08-17,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0.09797889063952377,0.007978890639523756,0.0003485108717791847,1.00042666748982,1.0017924762170505
2023-10-27,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.26423506083629633,0.11423506083629631,0.03356904517094138,1.0162908459357567,1.0541084897203277
2023-03-17,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.09771015296907162,0.007710152969071598,0.0003059791112584895,1.000277925397119,1.0014250651171774
2023-03-31,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.05319549101045415,0.02556392808363332,0.013234246138415827,1.0029648314601733,1.0049694305610188
2023-02-02,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07776191710913206,0.005607156747773573,0.0001482226692338591,1.000119965927955,1.0001021398109589
2023-06-18,BAL,0xba100000625a3754423978a60c9317c58a424e3d,0.35160976876472655,0.13160976876472655,0.031245506315835538,1.0233597900379885,1.0429743615170768
2023-03-28,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0.09183817742103814,0.0018381774210381456,1.8463401605018598e-05,1.0000014268159902,1.000060726686743
2023-05-22,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0.08535479061054743,0.03535479061054743,0.024586468187280528,1.009809692939613,1.0130527100768851
2023-07-23,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.09,0.0,0.0,1.0,1.0
2023-10-11,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.48319990819434483,0.33319990819434486,0.17478617904900393,1.0142312173481047,1.0480681947740302
2023-04-28,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.09000000000000001,0.0,0.0,1.0,1.0
